RA;ano_dados;fase;idade;genero;anos_ingresso;instituicao;pedra_atual;inde_atual;indicador_auto_avaliacao;indicador_engajamento;indicador_psicossocial;indicador_aprendizagem;indicador_ponto_virada;indicador_adequacao_nivel;indicador_psico_pedagogico;defasagem
424;2024;4;14;F;2;Pública;Ametista;7,341187280733334;8,334;9,616228070333333;7,51;3,3333333333333335;7,1625;10,0;7,34375;0
1193;2024;4;15;F;1;Pública;Ágata;6,6304815790000005;8,751;7,763157895;5,635;4,0;7,79;5,0;7,8125;-1
411;2024;4;14;F;3;Privada;Ametista;7,279762962966667;7,083;9,148148147999999;5,635;4,833333333333333;7,4125;10,0;7,291666667;0
412;2024;4;14;F;3;Pública;Topázio;8,044378070166667;8,334;8,456140351;6,26;7,333333333333333;8,125;10,0;8,020833333;0
428;2024;4;14;M;2;Pública;Ametista;7,534949122800001;9,168;8,898245614;5,635;5,0;7,625;10,0;7,5;0
315;2024;4;15;F;2;Pública;Ágata;6,0768703704;0,0;5,918518518666667;7,51;6,833333333333333;7,6275;5,0;7,5;-1
442;2024;4;13;F;2;Pública;Ágata;6,905439215666667;8,334;5,9151960783333335;5,635;5,0;7,8775;10,0;7,5;1
301;2024;4;15;F;3;Pública;Topázio;8,410830701766667;9,168;7,4947368423333325;7,51;9,0;8,21;10,0;8,020833333;0
1163;2024;4;15;M;1;Pública;Topázio;8,6794789474;8,334;9,824561403666666;7,51;7,833333333333333;8,755;10,0;8,125;0
402;2024;4;14;F;3;Pública;Quartzo;5,683064814833333;7,5;3,074074074;6,26;4,166666666666667;6,1175;10,0;6,354166667;0
1589;2024;4;15;F;0;Pública;Quartzo;5,260851851866667;0,0;6,259259259333334;7,51;2,5;7,54;5,0;7,5;-1
1162;2024;4;14;F;1;Pública;Ametista;7,473167836266667;7,917;9,135672514666666;6,26;5,666666666666667;7,0375;10,0;6,875;0
471;2024;4;14;F;3;Pública;Ágata;6,635847117766667;0,0;7,027568922333333;7,51;5,5;8,0425;10,0;7,708333333;0
416;2024;4;14;M;3;Bolsista;Topázio;8,700808577033333;8,751;8,972709551666666;7,51;8,0;9,13;10,0;8,541666667;1
303;2024;4;16;M;3;Pública;Ágata;6,2443426900666665;8,751;3,9520467836666664;7,51;5,666666666666667;7,535;5,0;6,875;-2
418;2024;4;12;F;3;Bolsista;Topázio;9,125183333366667;8,751;10,0;7,51;9,333333333333334;9,0475;10,0;8,229166667;1
419;2024;4;14;F;3;Bolsista;Topázio;8,355707894766669;7,083;9,382456140666667;6,26;8,166666666666666;8,5475;10,0;8,020833333;1
420;2024;4;13;F;3;Bolsista;Ametista;7,544228947400001;8,334;9,557894737;6,26;4,0;7,96;10,0;7,8125;1
1166;2024;4;16;F;1;Pública;Ametista;7,452799122766667;8,334;8,498245614;6,26;6,333333333333333;8,625;5,0;8,020833333;-1
425;2024;4;14;M;2;Pública;Topázio;9,016616666700001;10,002;10,0;6,26;9,0;8,8375;10,0;8,229166667;0
1590;2024;4;15;F;0;Pública;Topázio;8,1907875086;7,917;8,267770876333332;7,51;8,666666666666666;8,806;5,0;10,0;-1
1591;2024;4;16;F;0;Pública;Ágata;6,1707952862;7,083;6,430976431;7,51;3,5;7,064;5,0;8,125;-2
273;2024;4;16;F;3;Pública;Ágata;6,5991307798;9,168;7,323153899;6,26;4,5;6,896;5,0;8,125;-1
1592;2024;4;15;F;0;Pública;Ágata;6,812545479666667;7,917;6,854727398333334;7,51;5,5;7,432;5,0;8,125;-1
457;2024;4;14;F;2;Pública;Topázio;8,5892756038;8,334;8,743961352333335;7,51;8,666666666666666;7,77;10,0;9,6875;1
305;2024;4;16;M;3;Pública;Ágata;6,693026811600001;8,334;7,898550724666666;6,26;4,833333333333333;7,03;5,0;7,8125;-1
421;2024;4;13;M;3;Pública;Topázio;8,488232329;8,751;9,540744978333334;7,51;6,666666666666667;8,572;10,0;9,0625;1
1169;2024;4;15;F;1;Pública;Ágata;6,885305555533334;6,25;8,444444444333334;5,635;6,833333333333333;6,8;5,0;7,8125;-1
1593;2024;4;15;M;0;Pública;Ágata;6,638525017333334;6,249;4,868875086666667;6,26;6,5;8,538;5,0;9,0625;-1
1594;2024;4;16;M;0;Pública;Quartzo;5,731267287800001;9,585;6,112836439;6,26;3,0;5,996;5,0;6,25;-2
283;2024;4;16;M;3;Pública;Ametista;7,9444309524;8,751;9,761904762;6,885;8,0;7,736;5,0;7,8125;-2
459;2024;4;14;M;3;Pública;Ametista;7,233804589400001;7,917;8,454106280333333;5,635;4,666666666666667;7,366;10,0;7,8125;0
454;2024;4;17;M;3;Pública;Quartzo;5,8522943469666675;9,585;6,633138401666667;6,255;3,6666666666666665;5,833333333;5,0;5,416666667;-2
1595;2024;4;14;M;0;Pública;Ágata;6,6599304233000005;8,334;7,949735449666666;6,26;2,3333333333333335;7,021666667;10,0;7,395833333;0
1596;2024;4;17;F;0;Pública;Ametista;7,261016666766667;8,751;10,0;7,51;3,3333333333333335;8,226666667;5,0;8,229166667;-2
170;2024;4;16;F;3;Bolsista;Ametista;7,646383333300001;9,168;8,5;5,635;8,0;8,028333333;5,0;7,604166667;-1
1597;2024;4;16;F;0;Pública;Ágata;6,7187063492;7,5;8,412698412666666;7,51;2,8333333333333335;8,28;5,0;8,125;-1
1171;2024;4;15;M;1;Pública;Ametista;7,6236817459;8,334;7,230158729999999;7,51;7,5;8,643333333;5,0;8,645833333;-1
116;2024;5;18;F;3;Pública;Ágata;6,337470707133334;8,334;7,535353535666666;5,635;4,5;6,73;5,0;6,875;-2
217;2024;5;17;F;3;Bolsista;Ametista;7,4209164502;8,334;8,917748917666666;6,26;7,833333333333333;6,994;5,0;7,125;-1
103;2024;5;15;F;3;Bolsista;Topázio;8,775268254;8,334;9,603174603333335;6,26;9,166666666666666;8,872;10,0;7,875;0
178;2024;5;16;F;3;Bolsista;Ametista;7,234168831200001;9,585;8,739177489333334;6,26;4,166666666666667;6,53;10,0;7,625;0
1172;2024;5;17;F;1;Pública;Quartzo;5,719565079333334;7,5;6,0634920633333325;6,26;3,3333333333333335;6,196;5,0;7,25;-1
180;2024;5;14;M;3;Bolsista;Topázio;8,801463636333335;9,168;9,431818181666666;7,51;8,5;8,674;10,0;8,125;2
181;2024;5;15;F;3;Bolsista;Ametista;7,439841414133334;7,5;8,737373737333334;6,26;4,333333333333333;8,436;10,0;7,625;0
121;2024;5;17;F;3;Pública;Ametista;7,476158297266668;8,751;8,152958153;6,26;8,833333333333334;6,764;5,0;7,25;-2
211;2024;5;15;M;3;Bolsista;Topázio;8,283601875933334;9,585;9,379509379666667;7,51;7,0;7,866;10,0;7,25;0
1198;2024;5;17;F;1;Pública;Ágata;6,9217748918;8,751;9,458874459;7,51;3,5;7,332;5,0;7,375;-1
110;2024;5;16;M;3;Bolsista;Topázio;8,6324939394;9,168;9,696969697;6,255;8,5;8,504;10,0;7,5;0
189;2024;5;15;M;3;Bolsista;Topázio;8,586533333333334;10,002;10,0;6,255;8,166666666666666;8,2;10,0;6,875;0
127;2024;5;16;F;2;Bolsista;Topázio;8,5605939394;8,751;9,488636363666666;7,51;7,833333333333333;8,538;10,0;7,625;0
115;2024;5;17;F;3;Pública;Quartzo;5,404184695733334;7,917;4,164756812;6,26;4,166666666666667;5,726;5,0;6,75;-2
215;2024;5;15;F;3;Pública;Ametista;7,045258874400002;7,084;6,455627705333334;6,26;5,666666666666667;7,432;10,0;8,0;0
1598;2024;5;15;F;0;Pública;Topázio;8,4656285714;9,585;8,857142857;7,51;7,5;8,236;10,0;8,375;0
1174;2024;5;16;F;1;Pública;Ametista;7,374213419866667;8,751;8,349567099333333;6,26;5,0;7,266;10,0;7,5;0
192;2024;5;17;M;3;Privada;Ágata;6,882960606066668;8,334;6,363636363666667;7,51;7,166666666666667;6,9;5,0;7,125;-2
220;2024;5;15;F;2;Pública;Ametista;7,6987770562666675;8,751;8,198051948;6,26;6,833333333333333;7,332;10,0;7,25;0
186;2024;5;15;F;3;Privada;Topázio;8,325963636333334;7,917;9,640151515;6,26;7,166666666666667;8,672;10,0;8,125;1
1181;2024;5;15;F;1;Pública;Ágata;6,2015816738666665;9,168;5,036075036;6,26;3,8333333333333335;5,862;10,0;7,125;0
1599;2024;5;17;F;0;Pública;Ametista;7,6059333333333345;8,334;9,666666666666666;7,51;6,5;7,566;5,0;7,75;-2
111;2024;5;15;F;3;Bolsista;Topázio;8,667693939400001;9,168;9,488636363666666;6,26;8,333333333333334;8,74;10,0;8,125;0
1600;2024;5;17;F;0;Pública;Ágata;6,750618518533334;8,751;8,425925926;6,26;5,666666666666667;6,03;5,0;7,25;-2
1601;2024;5;17;F;0;Pública;Ametista;7,2431;8,751;7,0;7,51;6,5;8,335;5,0;7,5;-1
176;2024;5;15;F;3;Bolsista;Topázio;8,828632575733334;9,585;9,545454545333333;6,26;8,833333333333334;8,545;10,0;8,59375;1
1602;2024;5;15;F;0;Pública;Topázio;8,041889814800001;7,917;8,782407407333332;7,51;7,166666666666667;7,875;10,0;7,34375;0
1603;2024;5;16;F;0;Pública;Ametista;7,836518518466668;7,5;9,259259258999998;7,51;8,333333333333334;7,835;5,0;7,5;-1
1604;2024;5;16;M;0;Pública;Topázio;8,0118555556;9,168;7,777777778;7,51;8,5;8,88;5,0;8,125;-1
193;2024;5;14;M;3;Bolsista;Topázio;8,465046969666668;8,751;9,848484848333333;6,26;7,0;8,7525;10,0;8,4375;1
195;2024;5;15;F;3;Bolsista;Topázio;8,4690496032;7,5;9,682539682666667;6,26;7,833333333333333;8,965;10,0;7,96875;1
196;2024;5;14;M;3;Bolsista;Topázio;8,823550937933334;8,751;9,689754689666666;7,51;8,0;8,9225;10,0;8,75;1
197;2024;5;14;F;3;Bolsista;Topázio;8,568238636333334;7,5;9,848484848333333;6,26;8,333333333333334;8,795;10,0;7,96875;0
229;2024;5;14;M;2;Bolsista;Topázio;8,852545634933334;9,585;9,841269841333334;5,635;8,833333333333334;8,8375;10,0;8,28125;1
202;2024;5;16;F;3;Pública;Ametista;7,3512154762;8,334;7,880952381;6,26;7,5;7,75;5,0;7,65625;-1
1176;2024;5;14;M;1;Bolsista;Topázio;8,914816269866666;8,751;9,682539682666667;6,26;9,166666666666666;8,9225;10,0;8,59375;1
1177;2024;5;15;F;1;Pública;Topázio;8,3233039474;8,751;9,824561403666666;6,26;7,333333333333333;8,125;10,0;7,65625;0
146;2024;5;17;F;2;Pública;Topázio;8,134554885333333;8,751;9,514316093333333;5,635;9,333333333333334;8,304;5,0;7,65625;-2
1199;2024;5;18;M;1;Outros;Ametista;7,614235714266666;7,5;8,571428571333334;5,005;9,0;8,466;5,0;6,5625;-2
1178;2024;5;17;M;1;Pública;Topázio;8,0934746032;8,751;9,682539682666667;6,26;8,333333333333334;8,696;5,0;7,5;-1
149;2024;5;17;F;2;Pública;Quartzo;5,7316173854;9,585;4,104378593666667;6,26;3,8333333333333335;6,626;5,0;7,34375;-2
1605;2024;5;16;M;0;Pública;Quartzo;4,920488888866667;0,0;5,0694444443333335;7,51;2,5;7,028;5,0;7,5;-1
107;2024;5;16;F;3;Pública;Ágata;6,676130827066667;7,5;7,9949874686666655;7,51;4,666666666666667;6,964;5,0;7,5;-1
184;2024;5;14;M;3;Bolsista;Topázio;8,471456704266666;8,751;8,696741854666667;6,26;8,166666666666666;9,004;10,0;7,96875;1
1606;2024;5;17;F;0;Pública;Quartzo;5,8216796296;8,334;5,148148148;7,51;2,5;7,132;5,0;7,8125;-2
1607;2024;5;16;M;0;Pública;Quartzo;4,899894444466667;5,833;6,222222222333333;5,635;0,0;6,762;5,0;6,5625;-1
1608;2024;5;15;M;0;Pública;Ametista;7,072539814866667;8,751;7,199074074333335;7,51;5,0;6,83;10,0;6,40625;0
1173;2024;5;15;M;1;Pública;Topázio;8,220132915666667;9,168;9,665831245;7,51;5,833333333333333;8,2;10,0;8,125;0
237;2024;5;16;F;2;Bolsista;Ametista;7,931384271366667;8,751;9,689754689666666;6,26;7,666666666666667;8,336666667;5,0;7,916666667;-1
147;2024;5;16;F;2;Pública;Ametista;7,400477922133334;8,334;9,277056277;7,51;6,166666666666667;7,386666667;5,0;7,5;-1
131;2024;5;17;F;3;Pública;Ametista;7,263155555633333;8,751;9,444444444666667;7,51;5,0;7,386666667;5,0;7,708333333;-2
1609;2024;5;17;F;0;Pública;Ametista;7,577233333233334;8,334;9,666666666666666;7,51;6,0;7,943333333;5,0;7,708333333;-2
137;2024;5;18;F;3;Outros;Ágata;6,576761183366667;9,585;7,582972583;5,005;6,833333333333333;6,276666667;5,0;4,791666667;-2
1184;2024;5;17;M;1;Pública;Ametista;7,411701731566668;6,666;8,658008657666668;7,51;7,666666666666667;7,5;5,0;7,291666667;-1
138;2024;5;17;M;3;Pública;Ametista;7,3860274169;9,585;8,751803751666666;7,51;5,833333333333333;7,443333333;5,0;7,708333333;-2
1610;2024;5;17;M;0;Pública;Ágata;6,7023729275666675;9,168;7,753697970666667;7,51;5,166666666666667;6,106666667;5,0;7,291666667;-2
1611;2024;5;17;M;0;Pública;Ágata;6,4589186218000005;7,083;8,361426442;7,51;4,5;5,886666667;5,0;7,5;-2
1612;2024;5;18;M;0;Pública;Ametista;7,014528571366666;6,666;8,523809523666666;7,51;6,166666666666667;6,94;5,0;7,708333333;-2
1188;2024;5;16;F;1;Pública;Ametista;7,801633333400001;9,168;10,0;7,51;7,0;7,106666667;5,0;8,125;-1
1613;2024;5;17;F;0;Pública;Ágata;6,085471428700001;8,334;7,1428571430000005;7,51;3,0;6,216666667;5,0;7,291666667;-2
244;2024;5;14;F;3;Bolsista;Topázio;8,7225;7,5;10,0;6,26;9,5;8,17;10,0;8,125;1
267;2024;5;17;F;3;Pública;Quartzo;5,8963067819666675;10,002;8,285533910333333;6,26;2,0;6,273333333;5,0;4,583333333;-2
1189;2024;5;16;F;1;Pública;Ametista;7,6486387164;9,585;8,672360248333332;7,51;7,666666666666667;7,106666667;5,0;7,5;-1
113;2024;5;16;F;3;Pública;Ametista;7,043536903066667;8,751;7,063851181666667;7,51;6,666666666666667;7,106666667;5,0;7,5;-1
152;2024;5;17;F;2;Pública;Ágata;6,5837938596;7,5;7,337719298333333;5,63;5,166666666666667;7,443333333;5,0;7,8125;-2
318;2024;5;16;F;3;Pública;Ametista;7,025000925866668;7,917;9,129629629666667;7,51;4,666666666666667;7,443333333;5,0;7,34375;-1
274;2024;5;13;F;3;Bolsista;Topázio;8,651029629666667;8,334;9,648148147999999;5,635;9,333333333333334;8,226666667;10,0;8,125;2
319;2024;5;15;M;2;Pública;Ametista;7,948699561466667;9,585;9,024122807;7,51;5,833333333333333;7,666666667;10,0;7,34375;0
160;2024;5;17;F;3;Bolsista;Ágata;6,855108333266668;8,334;7,416666666666667;6,26;5,666666666666667;7,723333333;5,0;7,34375;-1
161;2024;5;15;F;3;Bolsista;Ametista;7,258445588333334;8,751;7,965686274666666;6,26;4,0;7,836666667;10,0;7,96875;0
1614;2024;5;16;M;0;Pública;Ágata;6,787898989933334;7,5;6,574494949666668;7,51;6,5;7,11;5,0;7,5;-1
164;2024;5;17;M;3;Privada;Ágata;6,837125731066667;9,585;8,084795321666666;6,26;5,666666666666667;6,886666667;5,0;6,25;-2
165;2024;5;16;F;3;Bolsista;Topázio;8,4627502436;7,5;9,431042884999998;7,51;8,5;7,893333333;10,0;7,96875;0
1615;2024;5;15;F;0;Pública;Topázio;8,417533333333333;7,917;9,833333333333334;7,51;8,333333333333334;7,4575;10,0;7,5;0
1616;2024;5;17;F;0;Pública;Ametista;7,147738235266668;8,334;8,436274509666667;7,51;6,166666666666667;7,12;5,0;7,1875;-1
271;2024;5;17;F;2;Pública;Ametista;7,400633333333334;9,168;8,958333333333334;6,26;7,333333333333333;6,7475;5,0;7,5;-1
316;2024;5;15;F;2;Bolsista;Topázio;8,708925;9,168;10,0;7,51;8,0;8,3775;10,0;7,65625;0
286;2024;5;16;F;2;Pública;Quartzo;5,123180882333333;6,666;4,031862745000001;6,26;3,1666666666666665;5,7825;5,0;7,34375;-1
320;2024;5;15;F;2;Bolsista;Topázio;8,442258333333335;9,168;10,0;7,51;6,666666666666667;8,3775;10,0;7,65625;0
1207;2024;5;16;F;1;Pública;Ágata;6,509169736866667;8,334;6,581140350999999;7,51;5,333333333333333;6,5375;5,0;7,34375;-1
1617;2024;5;16;F;0;Pública;Quartzo;4,926285714266666;0,0;5,571428571333333;7,51;3,25;6,1175;5,0;6,875;-1
158;2024;5;15;F;3;Bolsista;Ágata;6,855159259266667;8,334;7,796296296333334;6,26;4,0;6,745;10,0;6,875;0
306;2024;5;16;F;3;Pública;Ágata;6,1661539474;7,917;7,699561403666666;7,51;2,8333333333333335;6,4125;5,0;7,34375;-1
1618;2024;5;17;M;0;Pública;Ametista;7,0487660130666665;8,334;7,908496732000001;7,51;6,333333333333333;6,83;5,0;7,5;-1
308;2024;5;15;M;3;Pública;Ametista;7,489282456133334;7,083;8,714912280666667;5,635;6,5;7,1225;10,0;7,5;1
1619;2024;5;15;M;0;Pública;Ametista;7,393951851866667;7,501;9,259259259333334;7,51;4,25;7,205;10,0;7,5;1
299;2024;5;15;F;3;Bolsista;Topázio;8,177186956533333;8,751;8,963768115999999;6,26;8,166666666666666;7,5;10,0;7,5;1
251;2024;5;16;M;3;Pública;Ágata;6,7135006212;8,751;8,612836439;5,63;4,5;7,326666667;5,0;6,875;-1
157;2024;5;14;F;3;Bolsista;Topázio;8,950566666733334;8,334;10,0;6,26;9,666666666666666;8,726666667;10,0;8,125;1
1620;2024;5;16;M;0;Pública;Ágata;6,652766666666667;8,751;6,666666666666667;7,51;5,166666666666667;7,05;5,0;7,5;-1
321;2024;5;14;F;2;Pública;Topázio;8,125807932933334;7,917;9,534706331;6,26;7,166666666666667;7,776666667;10,0;8,125;1
1195;2024;5;18;F;2;Pública;Ametista;7,5085144926666665;9,585;9,855072463666666;5,63;6,166666666666667;7,663333333;5,0;7,5;-2
1200;2024;5;16;F;1;Pública;Quartzo;5,6415838956;7,917;7,099419478000001;6,26;1,5;6,27;5,0;7,5;-1
278;2024;5;14;M;3;Bolsista;Topázio;8,907314492800001;9,168;9,855072463666666;7,51;9,333333333333334;7,946666667;10,0;8,125;1
85;2024;5;17;M;2;Pública;Ágata;6,999509385733333;8,334;8,668046928999999;3,755;7,666666666666667;6,993333333;5,0;6,25;-2
279;2024;5;15;M;3;Bolsista;Topázio;9,113133333366667;9,168;10,0;7,51;9,333333333333334;8,726666667;10,0;8,333333333;1
1621;2024;5;17;F;0;Pública;Topázio;8,107033333366667;7,917;10,0;6,26;8,333333333333334;8,446666667;5,0;8,333333333;-1
280;2024;5;15;F;3;Bolsista;Topázio;8,822714492700001;7,917;9,855072463666666;6,26;9,333333333333334;8,67;10,0;8,333333333;1
1201;2024;5;16;M;1;Pública;Topázio;8,376195238033333;8,751;9,523809523666666;7,51;9,0;8,56;5,0;8,333333333;-1
1622;2024;5;16;F;0;Pública;Topázio;8,429066666633334;8,334;10,0;7,51;9,666666666666666;7,89;5,0;8,333333333;-1
132;2024;6;16;F;3;Bolsista;Topázio;8,4746321428;8,334;8,380952380666665;7,51;8,333333333333334;8,44;10,0;8,59375;0
42;2024;6;17;M;3;Pública;Ametista;7,656628769866667;9,168;9,682539682666667;5,635;8,166666666666666;7,134;5,0;6,796875;-1
1623;2024;6;17;M;0;Pública;Ametista;7,7609537037333345;9,168;8,518518518666667;6,26;6,0;7,666;10,0;7,8125;0
106;2024;6;16;F;3;Bolsista;Ametista;7,721664285733334;9,168;8,761904762;5,635;5,666666666666667;7,872;10,0;7,8125;0
123;2024;6;18;M;3;Bolsista;Ágata;6,887248015866668;7,5;8,412698412666666;5,635;7,166666666666667;6,43;5,0;6,71875;-1
125;2024;6;17;F;2;Privada;Ágata;6,627079761933334;8,334;5,6428571430000005;7,51;6,166666666666667;7,232;5,0;7,34375;-1
1624;2024;6;18;F;0;Outros;Ametista;7,743213492066667;7,917;9,460317460333334;7,51;7,5;7,636;5,0;7,8125;-1
1625;2024;6;17;M;0;Pública;Ágata;6,888194089266667;7,5;7,112887113;7,51;4,333333333333333;6,896;10,0;7,1875;0
1626;2024;6;16;F;0;Pública;Topázio;8,541085606066668;8,751;9,696969697;7,51;7,333333333333333;8,404;10,0;8,28125;0
1627;2024;6;17;F;0;Pública;Ametista;7,481547222200001;7,083;7,777777777666667;7,51;7,833333333333333;8,172;5,0;7,65625;-1
1628;2024;6;16;F;0;Pública;Ametista;7,500131368600001;8,334;8,509823509666667;7,51;5,833333333333333;6,798;10,0;6,875;0
112;2024;6;17;F;3;Bolsista;Topázio;8,052609920666667;7,083;7,978174603333333;7,51;8,0;8,004;10,0;7,96875;0
1629;2024;6;17;F;0;Pública;Ametista;7,560550529133334;9,585;8,645502645666667;7,51;7,25;7,266;5,0;7,1875;-1
91;2024;6;18;F;3;Bolsista;Ametista;7,426704761933335;10,002;7,476190476333334;5,635;7,333333333333333;8,068;5,0;7,875;-1
167;2024;6;18;F;3;Bolsista;Topázio;8,033470175466666;8,751;9,473684210666667;6,26;8,166666666666666;8,334;5,0;8,375;-1
1203;2024;6;17;F;1;Bolsista;Topázio;8,9495245614;9,168;9,649122807;7,51;9,0;8,572;10,0;8,375;0
94;2024;6;17;F;3;Bolsista;Topázio;8,637033333333335;10,002;9,666666666666666;6,26;8,0;8,2;10,0;8,375;0
81;2024;6;16;F;3;Bolsista;Topázio;8,256566666666668;9,168;9,333333333333334;6,26;7,5;7,798;10,0;7,875;0
1630;2024;6;16;M;0;Bolsista;Topázio;8,583133333333334;8,334;9,833333333333334;7,51;7,333333333333333;8,702;10,0;8,25;0
171;2024;6;18;M;2;Pública;Ametista;7,3289333333333335;7,5;7,833333333333333;5,635;8,333333333333334;7,598;5,0;7,625;-1
1220;2024;6;18;F;1;Outros;Ametista;7,143244444466667;7,083;8,555555555666666;6,885;7,666666666666667;6,26;5,0;7,5;-1
1631;2024;6;17;M;0;Privada;Topázio;8,186433333333333;9,585;10,0;7,51;7,166666666666667;8,468;5,0;8,5;-1
1632;2024;6;16;M;0;Pública;Topázio;8,389333333333335;9,168;10,0;7,51;6,666666666666667;8,066;10,0;7,75;0
1210;2024;6;17;F;1;Pública;Topázio;8,2302;9,585;10,0;7,51;5,5;8,166;10,0;7,875;0
175;2024;6;17;F;3;Bolsista;Topázio;8,024136842133334;10,002;9,473684210666667;6,26;8,5;7,766;5,0;7,5;-1
80;2024;7;18;F;3;Bolsista;Topázio;8,131659175733333;8,751;7,8961292116666675;8,13;7,0;7,946666667;10,0;8,75;0
40;2024;7;18;F;3;Bolsista;Ametista;7,098051462066667;7,083;7,211257310000001;8,13;5,333333333333333;6,276666667;10,0;8,125;0
1214;2024;7;17;M;1;Pública;Topázio;8,5902971362;10,002;9,081527348;8,13;8,0;7,663333333;10,0;8,28125;0
92;2024;7;18;F;3;Bolsista;Topázio;8,052279017;10,002;8,769145085;7,51;7,5;6,33;10,0;7,8125;0
45;2024;7;17;F;3;Bolsista;Topázio;8,743476190400001;7,5;9,619047619;9,38;8,0;8,283333333;10,0;8,75;0
56;2024;7;17;F;3;Bolsista;Topázio;9,077020175400001;10,002;9,265350877333333;10,0;7,666666666666667;9,233333333;10,0;8,4375;0
57;2024;7;18;M;3;Bolsista;Ametista;7,4193804301999995;9,585;6,010860484333333;6,88;6,166666666666667;7,39;10,0;8,59375;0
58;2024;7;17;M;3;Bolsista;Topázio;8,7713289474;9,585;9,824561403666666;7,51;7,333333333333333;8,62;10,0;9,0625;0
78;2024;7;19;F;3;Bolsista;Topázio;8,1780308688;8,751;8,028404344;8,755;7,5;7,39;10,0;8,4375;0
87;2024;7;17;M;3;Bolsista;Topázio;9,437924561333332;8,751;9,649122807;9,375;9,166666666666666;9,623333333;10,0;9,375;1
64;2024;7;18;F;3;Bolsista;Topázio;8,743607059266667;10,002;8,980785296666667;8,135;8,166666666666666;8,283333333;10,0;8,4375;0
48;2024;7;17;F;3;Bolsista;Topázio;8,402390371800001;7,917;8,339076859;9,375;7,5;8,23;10,0;8,59375;0
1230;2024;7;17;F;3;Bolsista;Quartzo;4,7612000000000005;7,917;0,0;7,195;0,0;7,5;10,0;7,5;0
90;2024;7;15;F;3;Bolsista;Topázio;8,352033333333335;10,002;9,0;6,885;8,066666666666666;7,5;10,0;7,5;2
269;2024;7;15;M;2;Bolsista;Topázio;8,4773;9,168;9,6;7,505;8,200000000000001;7,5;10,0;7,5;2
270;2024;7;15;F;3;Bolsista;Quartzo;4,79255;9,168;0,0;6,2575;0,0;7,5;10,0;7,5;2
76;2024;7;16;F;3;Bolsista;Topázio;8,152033333333334;10,002;9,0;6,885;7,066666666666666;7,5;10,0;7,5;2
153;2024;7;16;F;3;Bolsista;Quartzo;4,78185;8,751;0,0;6,5675;0,0;7,5;10,0;7,5;2
1226;2024;7;17;F;3;Bolsista;Ametista;7,785233333333334;8,334;9,0;6,885;6,066666666666666;7,5;10,0;7,5;0
93;2024;7;17;F;3;Bolsista;Topázio;8,275550000066668;9,168;9,931666667;6,2575;7,483333333333333;7,5;10,0;7,5;1
119;2024;7;16;F;3;Bolsista;Topázio;8,085299999933333;7,083;9,983333333;6,57;7,366666666666667;7,5;10,0;7,5;1
241;2024;7;16;M;3;Bolsista;Topázio;8,311616666733334;10,002;9,891666667;7,1975;6,816666666666667;7,5;10,0;7,5;2
242;2024;7;15;M;3;Bolsista;Topázio;8,2887;9,585;9,621;6,26;7,650000000000001;7,5;10,0;7,5;2
52;2024;7;15;M;3;Bolsista;Topázio;8,144466666733333;8,751;9,437666667;6,885;7,216666666666666;7,5;10,0;7,5;2
1227;2024;7;17;F;3;Bolsista;Quartzo;4,8446;8,751;0,0;7,195;0,0;7,5;10,0;7,5;0
245;2024;7;16;M;3;Bolsista;Topázio;8,452633333266668;9,168;9,953333333;6,885;8,033333333333333;7,5;10,0;7,5;2
246;2024;7;15;M;2;Bolsista;Quartzo;4,7404;8,334;0,0;6,57;0,0;7,5;10,0;7,5;2
1228;2024;7;18;F;3;Bolsista;Quartzo;4,8761;8,751;0,0;7,51;0,0;7,5;10,0;7,5;0
1229;2024;7;17;F;3;Bolsista;Quartzo;4,8238;9,168;0,0;6,57;0,0;7,5;10,0;7,5;0
98;2024;7;16;F;3;Bolsista;Topázio;8,617450000000002;9,585;9,546;7,1975;8,9;7,5;10,0;7,5;1
277;2024;7;16;M;3;Bolsista;Topázio;8,0689833334;8,334;9,741666667;6,5725;6,8999999999999995;7,5;10,0;7,5;2
172;2024;7;16;F;3;Bolsista;Topázio;8,128766666666667;8,751;9,8;6,57;6,933333333333334;7,5;10,0;7,5;1
291;2024;7;15;M;2;Bolsista;Ametista;7,9319666667333335;8,751;9,737666667;6,26;6,166666666666667;7,5;10,0;7,5;2
86;2024;7;18;M;3;Bolsista;Ametista;7,611233333266666;6,667;9,704333333;6,57;5,483333333333333;7,5;10,0;7,5;0
